I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,D
24.566,48.096,34.36,12.082,32.015,19.701,28.802,44.098,32.186,38.661,39.837,35.848,17.555,29.034,34.966,115.44
27.152,28.743,24.578,44.405,30.114,24.921,23.119,34.957,21.693,38.399,37.563,31.66,16.897,20.124,30.083,111.52
38.609,32.165,31.084,31.171,32.911,21.535,25.865,36.611,38.217,28.071,49.402,26.163,18.283,21.268,36.526,122
23.895,19.793,37.099,22.011,29.114,28.505,25.751,20.805,30.073,22.767,10.17,31.16,33.515,32.758,37.414,101.44
41.52,31.559,23.701,31.329,27.548,29.923,41.221,27.329,28.54,22.324,25.773,30.142,21.3,33.003,43.73,120.91
36.028,24.885,30.482,30.603,19.359,33.894,34.153,35.436,41.927,27.431,20.154,40.079,18.973,35.97,24.762,115.15
38.766,44.268,42.052,21.034,32.548,32.328,52.284,39.607,28.121,28.811,19.788,18.989,16.041,50.201,29.271,133.02
47.631,37.371,32.977,19.168,31.754,29.575,38.665,19.209,28.566,8.7139,22.028,19.861,42.42,35.413,37.7,127.54
40.852,20.679,39.939,17.754,15.905,30.771,8.4609,33.157,44.274,31.863,20.566,35.581,38.706,30.551,38.015,111.33
37.138,15.882,44.405,32.903,32.971,37.07,27.287,27.828,21.837,18.415,8.5094,27.123,43.012,35.823,41.76,117.2
44.508,37.539,36.338,44.248,4.5418,45.644,28.517,28.659,20.237,23.952,21.263,23.068,32.079,25.923,39.375,129.1
0.47799,32.376,26.808,23.457,15.094,35.368,21.4,27.763,33.167,27.274,28.167,21.823,13.275,36.656,35.886,84.347
26.348,19.627,47.381,55.976,25.632,33.818,42.493,32.879,37.675,36.4,35.813,27.803,31.72,44.431,20.52,120.87
32.72,17.72,34.971,27.038,36.939,31.808,18.679,38.679,35.09,24.448,31.832,21.366,26.366,27.85,29.265,110.95
36.14,38.561,40.668,23.113,34.909,24.007,29.479,25.495,30.241,31.252,27.204,23.264,26.595,50.401,34.877,124.76
50.607,42.35,42.131,22.41,38.72,24.424,31.817,29.202,23.18,15.376,24.08,35.489,35.103,32.119,27.163,138.03
33.009,11.364,18.964,33.434,22.802,28.234,28.097,32.617,40.112,28.315,26.03,27.62,45.96,45.749,34.453,100.19
49.387,38.8,35.044,18.49,16.661,41.103,28.41,20.76,40.808,22.639,25.449,26.658,7.7822,44.233,22.804,128.64
29.949,14.497,43.233,37.83,26.212,19.458,34.522,20.584,42.847,33.722,10.923,26.545,21.491,36.456,24.336,109.53
15.206,9.6428,29.83,32.811,23.405,21.329,33.706,36.446,41.303,24.226,30.999,25.159,39.415,39.863,24.554,89.847
41.48,44.098,29.628,29.793,15.817,14.778,34.772,43.897,15.325,21.513,23.691,15.99,32.489,17.556,43.144,123.51
39.648,25.514,6.478,46.399,39.687,26.786,36.833,36.534,23.512,34.188,28.88,29.792,18.88,16.809,44.024,114.64
9.0216,2.9111,27.117,26.147,49.459,24.279,23.439,15.45,33.644,56.983,29.632,39.548,26.715,30.921,28.921,80.791
38.03,38.016,20.471,48.424,19.245,24.395,36.276,24.878,44.424,52.025,16.6,26.54,40.328,29.463,23.825,123.12
31.756,10.35,36.104,6.5502,28.054,28.861,40.698,22.291,33.855,45.203,33.772,31.628,22.336,28.269,18.066,98.581
40.272,35.203,45.018,34.197,28.74,35.185,38.305,29.901,48.293,30.003,21.249,40.86,24.134,30.264,38.007,133.42
32.472,44.248,23.272,22.194,38.842,22.771,28.24,32.722,41.739,25.123,26.474,28.985,21.766,36.129,24.394,119.09
18.813,35.196,26.712,12.225,44.197,18.07,39.979,48.413,35.597,23.444,38.012,28.166,34.897,32.314,33.445,104.41
37.137,15.724,29.607,23.508,18.685,40.039,25.09,27.589,18.843,35.502,38.887,33.63,44.407,41.754,34.214,106.85
54.671,16.878,40.383,20.019,30.925,40.138,19.587,41.524,35.828,42.857,19.75,29.796,28.426,40.483,35.694,127.04
7.4673,18.943,26.97,37.63,59.561,19.431,34.483,21.759,30.439,31.118,38.032,19.911,39.921,14.719,28.129,94.938
45.579,34.418,34.605,33.667,19.675,37.229,45.335,23.951,7.8329,20.215,22.819,15.533,14.897,41.165,22.755,127.87
28.643,27.918,44.416,28.674,26.416,33.164,27.272,28.97,21.073,46.204,29.244,19.355,41.129,38.046,23.348,116.17
29.536,29.313,51.079,39.567,48.693,32.735,23.098,35.018,43.532,32.043,43.493,29.265,27.213,35.733,28.829,128.61
42.773,34.964,34.896,29.82,47.101,28.902,20.602,37.245,30.626,27.259,29.305,38.547,31.158,20.859,24.354,130.55
32.499,28.871,21.724,26.298,51.683,29.504,19.39,38.89,39.92,19.82,40.951,19.401,39.859,26.502,42.203,114.27
8.2081,22.337,5.5061,29.558,27.136,22.523,37.717,27.782,36.456,29.287,38.797,32.989,23.118,37.338,7.1579,80.705
48.756,36.567,35.569,40.185,25.712,16.771,24.057,25.686,22.706,25.451,22.635,37.589,14.887,34.938,29.098,131.31
27.691,39.691,33.33,15.351,10.779,33.681,37.073,15.203,19.035,32.907,36.43,43.298,32.481,20.521,33.302,108.99
28.826,34.516,29.012,17.717,43.805,40.337,38.97,23.192,17.068,41.492,45.662,16.641,47.722,25.159,35.604,115.61
30.15,25.633,36.475,35.785,14.38,28.759,34.358,25.226,50.311,42.019,37.418,25.822,35.422,33.309,28.264,113.42
25.148,22.716,29.41,48.574,36.706,43.004,30.118,43.595,40.422,24.553,35.686,25.834,40.975,11.848,34.026,115.66
37.8,13.452,34.037,28.887,28.104,43.791,29.17,41.61,14.838,41.412,29.983,32.128,30.364,23.078,24.367,113.1
34.215,32.568,19.646,38.712,19.164,26.104,25.4,19.838,25.643,28.367,34.44,34.406,31.319,24.485,45.245,111.95
26.137,37.509,32.289,30.006,14.298,14.332,21.441,30.048,20.995,27.287,20.997,16.849,23.016,32.845,29.493,107.43
16.337,32.495,23.753,17.613,47.4,11.859,44.911,36.38,27.687,31.955,24.004,26.718,30.793,30.508,24.261,100.3
26.577,19.874,32.378,31.431,11.924,17.189,33.252,27.691,31.719,35.007,42.793,29.068,18.415,33.715,28.304,100.98
25.474,33.505,31.549,26.175,29.779,11.094,36.844,39.585,24.52,30.749,29.023,17.889,26.889,22.989,20.844,109.29
31.841,40.906,37.729,18.745,26.013,32.7,28.613,41.571,26.791,16.007,23.409,26.934,29.805,20.2,28.24,119.9
20.546,43.421,26.665,37.008,40.88,11.528,23.028,30.774,16.858,32.21,19.155,30.654,25.899,35.404,24.989,111.76
26.986,19.992,29.629,29.513,32.256,35.893,27.245,46.661,33.912,34.147,27.792,52.082,20.432,20.912,21.348,108.32
37.677,23.819,24.478,29.897,29.401,46.959,30.137,24.509,14.871,25.091,17.87,11.649,32.041,47.907,32.838,113.92
13.77,37.097,19.041,33.254,34.186,40.413,29.206,28.285,52.365,11.543,41.102,27.63,29.059,24.788,36.547,104.21
18.874,29.939,25.473,34.719,35.366,27.721,41.993,36.409,29.098,36.97,26.016,17.275,36.411,47.344,42.057,107.41
21.954,16.648,36.302,30.398,34.253,41.035,47.031,20.012,32.366,28.277,29.66,14.089,29.239,38.266,44.393,105.99
24.457,24.678,30.455,21.251,15.684,24.896,25.547,23.856,20.35,18.033,51.277,31.458,22.745,25.527,29.048,98.383
37.698,41.626,29.879,25.777,35.844,11.542,18.756,32.354,54.9,14.766,35.2,23.379,18.388,11.262,11.028,121.48
45.609,27.115,54.891,29.612,42.051,34.646,49.657,30.28,24.935,29.448,30.79,15.853,23.642,55.158,29.195,137.64
44.786,30.093,39.287,32.858,39.141,37.136,11.842,32.424,28.804,42.437,47.757,26.736,33.141,42.171,43.68,130.69
42.347,33.782,19.073,27.588,34.927,7.799,34.919,18.945,18.225,33.418,42.278,35.253,32.444,30.949,32.568,115.81
20.735,31.136,26.32,24.783,23.478,35.313,37.251,16.874,33.198,29.275,41.992,35.17,50.069,29.782,46.167,103.98
31.346,23.886,56.307,25.58,26.652,41.748,41.752,20.171,28.086,37.538,26.991,34.593,27.83,41.02,24.916,121.59
25.404,24.224,16.822,22.393,42.429,32.794,29.007,29.598,24.206,29.461,31.502,38.317,20.32,28.261,41.741,101.81
20.734,34.903,30.635,43.465,28.378,31.309,27.972,34.178,34.008,17.834,26.413,54.232,49.361,32.203,36.258,113.6
43.487,27.833,38.493,29.571,43.288,37.539,41.417,29.734,27.866,38.941,21.214,32.741,25.322,29.972,41.882,130.74
27.016,32.285,47.32,29.034,40.008,41.898,40.904,24.269,28.689,30.95,27.969,42.094,47.801,42.179,36.514,123.94
43.173,39.19,32.732,29.513,37.007,26.743,39.25,25.905,54.703,16.545,19.95,26.331,57.129,33.781,31.07,131.44
23.312,14.974,29.777,50.246,19.083,28.041,36.315,21.811,26.473,42.16,30.45,24.897,37.052,29.698,46.728,103.11
45.545,28.709,23.942,18.573,33.913,32.507,11.455,32.974,18.16,13.862,34.394,24.324,28.88,35.162,37.709,116.09
21.499,13.559,32.094,23.71,22.651,27.297,30.005,33.984,21.936,40.401,44.762,26.667,27.902,40.698,36.4,95.32
19.346,20.979,23.386,33.312,39.667,27.248,15.65,42.232,42.145,45.026,39.014,29.907,37.989,20.39,55.749,100.86
31.153,29.29,29.133,34.705,13.54,32.363,20.844,32.051,34.284,16.041,39.583,16.936,32.006,25.051,12.217,110.48
23.881,29.491,40.04,40.284,23.291,37.381,28.847,28.11,19.354,33.074,29.469,18.379,40.892,14.909,40.764,114.55
29.238,31.031,45.356,25.32,36.32,31.751,34.254,30.106,19.186,39.945,28.132,31.762,40.293,18.112,37.961,120.19
24.812,44.823,55.381,40.101,16.559,24.335,29.773,18.698,23.361,41.372,37.553,27.236,29.176,14.367,52.783,125.46
23.964,21.581,41.468,36.676,35.693,30.969,28.059,34.372,41.318,11.664,41.862,34.215,33.33,30.041,28.388,112.54
22.247,18.897,20.94,27.515,42.886,16.65,39.677,24.976,30.476,32.192,27.938,31.434,42.965,25.809,18.208,98.314
52.654,42.857,27.097,43.477,29.38,41.134,14.869,41.262,39.424,10.234,25.239,25.699,18.665,35.053,28.986,139.56
28.753,38.947,19.064,8.3451,32.227,39.582,19.783,20.952,37.961,4.0178,36.562,25.362,20.071,46.27,31.502,104.64
27.35,52.662,38.837,18.579,24.335,33.649,36.762,29.183,24.071,23.473,39.82,12.261,30.252,15.539,27.971,123.02
21.399,34.315,23.428,38.962,26.57,30.018,44.679,28.505,24.671,33.379,31.509,53.154,45.679,27.928,29.059,110.43
26.856,44.277,25.677,13.7,24.233,35.184,25.869,36.276,20.963,7.2234,34.912,29.659,23.448,35.613,-9.3972,110.02
32.252,33.746,42.122,32.628,13.737,44.107,30.706,39.415,25.444,29.59,31.968,30.64,61.116,27.951,23.255,121.93
33.438,13.524,47.867,24.459,43.268,33.049,43.409,25.718,20.329,17.257,32.543,11.965,39.517,24.08,22.086,114.99
44.778,46.031,14.479,29.071,20.335,18.716,36.96,31.636,15.891,34.33,31.121,20.927,21.596,29.829,15.506,122.19
28.399,23.904,24.92,24.258,39.905,11.04,35.353,38.909,22.378,20.345,23.971,5.8637,30.181,15.818,32.584,103.69
28.223,40.692,24.348,45.386,32.807,50.199,25.281,23.16,38.079,27.094,47.763,17.51,18.589,22.264,26.021,122.92
11.382,17.008,44.924,53.092,22.78,17.858,31.822,33.56,36.378,22.719,39.26,40.305,42.805,33.447,35.003,101.6
25.559,40.506,47.083,24.287,28.775,30.301,9.728,30.935,31.602,29.92,32.758,30.89,29.33,37.975,27.881,118.39
30.314,32.791,29.184,41.46,26.378,24.087,40.27,29.274,30.91,26.565,39.404,42.232,49.139,11.694,23.407,118.14
18.302,16.928,24.764,29.402,36.583,32.584,29.731,33.895,44.173,22.212,8.6814,14.938,31.97,25.383,19.921,96.73
18.692,42.339,35.614,40.408,27.714,40.106,19.434,31.926,42.455,39.168,32.478,37.374,29.703,25.005,35.052,118.07
38.64,38.203,16.92,18.694,24.471,25.489,25.388,21.958,19.777,30.586,23.732,31.608,28.76,41.337,19.195,111.81
20.257,19.038,28.652,55.102,37.956,48.803,13.902,11.372,15.462,31.232,33.836,43.537,16.208,33.261,36.171,106.31
32.076,20.684,27.084,32.1,39.76,36.717,33.188,15.068,34.682,27.34,33.377,33.052,35.005,29.029,43.105,111.92
29.513,35.025,37.741,38.335,50.493,35.746,38.748,43.017,19.909,29.605,33.983,25.302,30.823,7.0747,23.501,127.72
29.424,55.79,29.514,36.763,36.961,56.855,33.297,26.593,34.712,37.322,20.892,25.906,33.603,20.714,31.839,134.14
34.165,22.317,27.495,27.163,26.586,22.563,29.238,25.932,29.245,36.028,27.609,30.825,3.6519,27.186,35.88,108.2
36.626,19.102,33.24,39.465,30.394,52.323,37.562,23.076,18.712,36.582,17.343,29.29,23.285,28.382,26.777,119.15
32.553,31.572,28.167,46.384,26.513,34.995,27.081,23.623,27.136,17.143,27.545,57.391,24.44,23.376,31.555,119.13
19.249,38.317,39.45,31.749,29.464,41.33,44.489,37.832,38.392,35.558,31.92,35.652,44.573,23.321,28.078,118.84
29.172,23.996,38.792,29.936,33.387,31.126,19.533,26.015,20.381,20.707,32.762,43.266,37.863,44.807,55.475,112.11
20.826,35.333,31.608,35.032,32.781,30.491,21.022,31.648,29.928,29.537,27.935,36.383,39.985,13.169,14.304,111.78
29.921,29.366,43.378,27.907,20.372,36.955,30.739,30.76,43.478,26.017,21.749,33.588,20.043,11.19,29.39,117.25
30.984,30.432,28.083,24.882,37.672,24.809,40.186,40.211,25.383,38.11,22.455,29.636,27.546,34.059,34.152,114.89
23.285,12.769,18.238,35.721,24.116,13.07,26.819,39.571,20.896,34.708,30.38,35.845,29.907,50.507,14.067,91.342
29.239,33.478,22.613,23.441,41.152,30.849,19.569,27.237,15.48,36.5,32.324,13.877,23.035,13.627,30.473,110.08
31.848,22.524,22.727,37.73,32.947,34.696,27.005,29.482,34.018,21.428,16.506,37.515,47.38,36.693,44.306,110.98
33.025,37.5,0.30064,30.78,21.473,28.988,36.841,56.448,36.672,22.09,15.956,41.049,28.384,41.688,34.294,105.76
28.971,39.747,23.456,28.135,33.18,35.875,48.834,13.909,37.984,18.62,20.625,33.39,27.316,16.102,29.415,116.72
11.296,46.168,40.692,35.527,25.15,30.155,25.011,29.288,25.231,40.396,30.743,41.854,24.736,4.6132,16.432,112.43
14.04,48.375,37.15,27.092,28.498,19.857,36.957,31.651,27.718,15.323,22.805,30.526,37.127,36.238,14.314,111.52
28.898,13.535,41.413,17.81,25.112,25.422,39.465,35.563,22.522,37.745,29.731,31.3,30.706,25.255,24.153,103.63
22.921,36.625,51.179,39.033,38.908,31.254,49.595,22.008,31.539,49.596,21.816,34.59,11.777,15.488,27.803,126.42
16.525,28.067,38.406,12.08,41.742,22.664,28.031,32.401,23.947,34.407,9.531,35.128,30.956,22.649,18.572,100.44
36.27,37.022,34.574,21.748,10.357,32.379,27.957,13.297,39.104,27.474,24.322,21.133,31.531,24.149,25.816,115.43
32.233,19.766,23.639,27.12,26.846,29.399,28.075,32.242,38.761,29.982,35.854,23.471,40.941,29.815,32.178,106
25.208,14.203,43.455,27.857,51.066,36.777,41.2,23.742,59.594,36.227,30.791,44.479,28.077,47.173,33.687,113.24
28.7,28.378,25.236,42.869,19.953,40.566,14.049,45.542,36.421,36.394,49.893,13.791,26.11,39.35,22.814,112.57
31.933,20.304,50.095,28.962,19.61,27.59,36.662,26.398,37.973,37.746,35.014,29.913,46.813,34.936,32.792,115.8
36.09,15.769,29.685,18.453,36.079,27.964,24.918,45.735,31.518,25.936,30.303,56.654,22.393,38.692,22.426,108.14
16.565,24.969,52.684,31.512,34.024,25.743,39.452,42.592,32.344,18.611,16.725,34.634,29.777,13.102,16.844,111.35
49.073,31.851,34.465,39.49,32.713,25.906,35.245,27.987,22.998,27.687,46.823,26.337,33.15,37.361,51.1,133.53
11.938,30.288,42.808,41.944,28.013,7.5256,37.383,42.699,22.543,38.546,32.399,36.593,38.141,30.455,20.45,105.58
17.768,47.612,32.632,32.66,40.426,35.637,42.157,32.988,28.836,39.569,39.193,29.127,24.284,39.402,27.414,120.71
28.335,35.023,24.99,25.633,30.591,32.978,35.154,46.035,37.505,32.452,37.187,20.328,46.05,45.123,36.457,114.82
43.467,49.111,29.476,23.8,33.072,15.069,37.462,28.064,25.987,28.455,28.784,46.839,18.818,34.815,33.463,130.35
19.029,41.994,19.054,26.11,42.669,17.98,4.6202,37.762,29.921,17.221,18.191,25.627,21.055,41.007,35.331,102.57
23.41,19.401,29.327,37.233,42.402,16.83,25.773,29.028,37.361,36.981,28.737,27.613,14.214,55.316,39.705,104.93
25.005,26.84,43.561,8.4463,38.67,51.926,39.256,15.099,35.107,43.638,41.234,28.589,41.825,21.34,54.02,111.7
26.841,22.469,17.495,22.558,14.788,20.511,33.344,39.206,28.383,29.866,17.821,30.596,30.191,8.4585,21.59,95.053
27.59,22.871,34.971,43.816,33.106,23.699,34.95,34.437,21.514,24.62,25.987,33.171,26.59,12.961,38.172,113.67
25.847,36.396,22.311,27.149,18.338,24.426,49.8,51.399,35.431,43.253,29.976,25.843,22.54,23.164,41.405,110.49
10.832,33.587,34.608,32.606,34.528,26.983,44.215,40.259,29.813,22.52,33.794,26.305,29.917,29.721,27.936,106.17
41.62,32.073,32.184,36.865,26.185,34.891,31.763,33.916,23.774,42.396,32.871,37.146,30.608,30.19,41.284,127.04
30.177,21.736,39.473,33.291,43.873,22.249,29.824,46.244,34.615,23.604,17.256,30.5,32.739,30.243,27.374,116.39
21.071,37.124,32.98,34.994,21.759,25.19,25.225,34.342,35.679,13.301,38.591,24.124,39.719,37.922,37.862,110.6
32.969,31.459,50.127,34.047,34.637,31.012,19.45,25.208,27.686,20.185,25.53,21.752,13.822,31.625,19.744,124.43
20.449,35.897,25.148,19.051,21.25,38.605,31.94,37.48,28.997,36.539,42.189,35.885,25.357,29.853,35.707,104.98
36.773,22.739,31.414,45.508,22.533,25.006,35.507,39.278,52.825,17.523,42.624,29.901,45.434,41.605,13.199,119.37
39.558,20.438,37.352,30.424,31.232,31.34,19.343,14.787,27.557,22.58,13.738,38.689,27.671,20.854,34.113,115.62
39.366,16.91,40.616,41.948,21.316,37.081,37.255,26.808,33.658,38.749,32.091,19.057,12.796,30.486,32.079,120.67
34.533,21.622,16.298,43.499,29.251,24.327,39.136,16.082,42.378,32.093,51.243,34.745,17.859,36.04,50.176,110.14
23.673,40.466,9.2082,31.472,25.436,28.248,34.44,19.667,41.473,34.949,16.642,20.591,20.722,14.733,38.513,104.37
32.048,41.22,17.353,24.236,27.999,33.662,39.019,35.774,16.016,35.053,23.11,35.497,36.319,34.553,41.774,115.08
38.923,28.584,23.224,26.061,28.024,19.025,28.845,31.313,36.306,42.594,21.602,30.356,34.313,30.612,9.5869,113.96
23.2,47.39,12.848,39.37,25.117,39.726,25.921,38.43,38.213,43.177,23.091,26.409,38.11,44.86,55.658,114.44
21.741,35.95,42.115,39.059,16.095,16.164,8.0596,44.165,31.215,25.493,45.293,35.731,35.668,28.21,43.273,110.79
23.355,34.618,12.922,21.551,27.825,23.635,9.4567,43.709,29.391,7.9109,13.955,32.026,27.95,42.552,17.871,96.477
35.51,27.385,32.32,31.4,25.051,35.569,23.758,18.925,35.446,27.46,17.694,22.205,29.15,26.984,29.281,115.71
41.252,31.433,32.02,17.53,24.22,33.947,31.196,26.323,50.068,51.235,20.288,49.197,26.712,30.184,42.033,120.46
15.547,21.761,32.536,23.306,41.911,35.802,20.352,27.848,43.214,10.699,30.581,24.217,38.022,25.481,23.671,98.954
22.107,31.351,35.963,31.559,33.465,15.769,29.984,23.053,39.927,41.482,29.19,27.712,46.694,26.567,43.536,110.15
44.524,46.677,13.737,33.917,38.63,22.389,36.457,15.879,29.401,33.352,46.673,36.727,34.303,23.487,17.61,128.01
14.558,16.095,34.893,26.509,22.237,35.13,18.473,37.119,33.081,37.212,9.93,22.459,22.61,35.773,31.451,92.889
34.578,30.843,23.034,32.643,25.185,26.18,13.661,20.036,45.035,23.903,23.53,28.613,34.76,33.89,30.337,111.4
36.011,18.485,38.555,26.571,30.711,24.442,34.275,38.268,31.665,9.243,11.289,33.43,33.616,29.407,40.151,113.08
27.181,19.685,12.509,35.56,37.221,17.658,24.391,17.931,19.034,26.776,26.549,34.626,40.753,28.941,21.871,96.956
38.615,20.175,36.956,43.041,41.098,15.873,32.654,26.952,29.366,35.388,30.216,33.419,17.548,27.023,50.784,121.11
19.984,36.964,23.268,37.468,7.6411,39.727,34.025,32.633,19.367,43.384,26.812,31.241,28.901,19.449,32.738,105.47
48.897,36.746,14.972,34.085,17.612,36.751,29.603,36.897,40.983,34.358,24.964,34.763,33.416,20.22,44.958,125.28
12.227,41.792,32.607,21.414,37.794,41,26.416,29.653,25.577,39.314,2.4049,35.008,19.352,41.255,49.361,106.72
17.709,33.373,33.643,28.568,23.606,43.547,36.954,39.513,15.744,30.019,20.041,29.432,35.654,28.341,35.588,108.31
18.653,27.401,25.908,33.297,25.175,37.798,44.094,22.562,24.541,19.51,26.121,33.453,12.082,25.014,45.326,103.13
32.889,22.628,35.955,36.301,23.411,31.857,24.851,20.37,15.364,26.141,42.009,25.581,15.698,32.511,26.264,112.55
24.687,30.112,45.171,22.211,29.05,19.085,37.409,16.099,24.128,3.3328,38.417,12.341,35.984,41.595,24.056,108.99
19.523,26.762,16.024,26.892,32.411,29.481,29.884,21.595,27.13,28.922,13.254,31.272,31.87,27.955,33.353,96.389
17.016,31.908,27.504,42.549,31.028,35.478,32.525,23.146,23.627,31.5,32.031,39.29,30.085,40.51,36.44,108.3
28.333,18.477,27.504,35.355,29.736,33.412,31.964,28.443,31.532,0.46789,36.849,13.442,38.549,30.536,38.92,104.89
39.343,-3.0735,25.546,45.878,26.237,24.109,28.241,21.029,36.616,28.025,32.776,41.222,21.37,32.647,34.621,99.61
31.817,8.3762,42.19,31.902,30.005,38.986,36.219,30.446,25.965,31.751,26.113,33.604,42.457,38.237,27.182,109.75
31.291,13.309,26.926,30.341,38.457,33.028,42.568,40.988,23.147,17.763,17.147,31.976,35.417,19.124,37.825,107.13
36.221,36.503,28.005,22.97,34.077,22.1,20.869,29.516,34.153,33.647,21.708,45.895,31.681,25.117,41.954,117.85
40.285,44.427,33.412,35.103,37.259,26.133,27.497,32.123,39.333,44.399,34.788,37.18,17.125,13.938,19.019,133.75
48.199,53.57,43.799,27.621,19.789,26.561,30.786,38.715,24.438,21.897,35.61,35.352,25.356,30.357,33.013,141.71
24.754,22.634,52.55,42.21,14.093,32.804,26.985,31.262,42.648,30.595,16.588,20.317,41.915,36.166,34.642,114.48
29.159,29.272,32.546,33.635,18.991,25.752,16.382,24.748,44.846,15.188,19.065,33.878,25.504,35.951,22.136,109.47
38.913,46.125,27.157,23.285,21.874,33.949,33.386,14.418,29.566,40.404,40.24,28.013,23.376,41.991,41.237,124.07
28.969,21.342,21.942,36.861,13.279,27.872,36.366,36.761,48.183,30.602,33.295,17.864,35.9,18.803,12.18,104.39
40.776,28.608,50.241,28.681,23.562,43.673,26.354,19.833,31.524,30.611,15.545,37.553,21.76,18.937,48.25,127.4
42.378,69.004,8.8588,39.011,36.145,24.197,45.576,34.475,21.885,38.37,26.207,39.666,34.033,38.318,36.156,138.4
19.74,16.091,32.7,30.514,51.775,40.261,35.273,9.8079,19.286,31.625,15.75,24.706,38.442,11.035,30.417,102.71
22.46,29.642,33.202,33.43,33.071,36.384,19.683,19.957,24.115,37.563,34.738,41.636,18.011,32.804,30.832,109.93
40.816,38.279,20.231,31.438,11.895,46.62,32.487,33.119,27.683,35.474,24.344,34.949,31.644,22.479,59.33,121.05
41.036,39.191,27.953,35.195,28.2,50.662,36.07,26.771,23.612,28.073,23.463,27.684,20.968,29.209,49.086,129.85
15.931,17.878,40.385,33.829,30.65,14.944,34.546,26.971,23.042,33.623,27.582,49.96,35.084,43.674,40.367,99.284
23.091,32.01,38.878,28.937,31.247,38.533,41.018,34.065,5.8942,29.586,17.562,40.531,28.302,23.367,39.734,113.85
38.623,39.469,12.261,36.212,20.016,35.805,37.43,27.87,26.36,29.75,21.559,25.637,36.412,46.765,17.445,118.23
39.124,11.899,33.89,48.523,17.473,20.255,50.935,27.878,39.548,27.977,26.609,22.368,26.517,25.032,32.835,114.29
38.337,24.493,38.383,42.345,31.392,27.582,23.862,45.29,20.279,45.895,24.073,23.296,28.36,31.714,33.089,123.73
16.619,40.197,39.265,39.863,19.562,30.861,26.079,18.462,35.721,25.71,3.9138,17.898,33.844,24.819,43.824,110.98
11.18,36.284,37.703,37.069,44.801,32.118,-5.4503,16.338,24.765,22.088,25.369,51.245,34.865,41.699,19.418,103.31
42.358,17.972,10.729,34.983,26.943,34.581,28.44,30.173,35.419,48.553,20.155,23.79,22.341,24.452,36.547,109.37
31.446,21.875,25.276,36.099,27.884,32.671,17.743,30.882,28.241,22.998,25.295,39.696,26.134,47.34,33.017,108.44
26.476,27.961,33.559,15.804,45.087,35.44,28.065,14.236,34.545,26.65,32.708,20.689,24.635,26.719,25.925,109.21
29.741,37.627,37.293,20.864,31.315,36.167,23.055,34.742,17.907,20.367,23.091,32.237,33.226,37.852,38.858,117.48
18.684,31.662,18.326,33.446,41.045,35.794,35.464,17.842,28.535,37.412,24.989,47.991,31.247,30.418,31.695,105.24
23.333,11.863,28.136,42.27,20.834,33.16,27.278,28.977,46.764,23.293,20.542,28.316,9.4006,46.526,25.391,99.183
28.958,55.022,26.266,23.852,28.384,29.149,29.92,29.485,38.027,13.814,42.354,29.041,15.771,38.116,27.012,122.21
26.392,38.367,45.363,34.066,35.943,32.813,18.823,47.153,16.558,12.671,9.5846,22.399,39.783,24.742,27.854,122.06
15.61,31.627,35.897,39.394,31.025,33.817,35.309,24.717,21.506,18.06,20.154,31.492,17.334,16.691,34.748,108.51
34,34.013,31.493,22.795,33.098,34.651,33.04,11.966,43.019,27.287,19.833,17.769,37.407,22.435,16.289,117.53
35.491,56.718,36.681,30.263,23.641,23.716,26.366,25.357,11.716,38.63,15.004,32.461,39.496,15.46,41.442,130.24
33.689,36.687,33.606,24.587,37.721,26.427,26.99,14.951,21.231,49.939,49.01,38.422,36.32,22.554,35.571,119.98
36.698,24.889,30.776,35.208,37.333,28.864,35.232,30.318,17.883,25.282,45.284,31.683,48.973,33.763,32.605,119.3
34.781,41.348,20.477,17.205,29.453,22.371,28.784,32.436,39.656,34.494,8.4134,44.849,29.08,39.379,28.661,114.3
42.553,22.813,53.083,16.498,40.216,16.382,26.504,36.982,35.351,51.074,19.896,33.437,26.821,22.597,37.217,124.09
36.807,22.024,25.35,28.807,26.613,50.461,37.009,11.372,41.753,44.807,36.155,24.744,23.011,24.684,29.363,114.22
30.096,39.779,38.703,10.632,41.386,45.268,42.891,45.598,17.235,42.91,29.627,28.902,19.677,26.96,28.459,122.59
22.357,32.041,27.65,21.752,22.019,32.66,28.36,33.453,33.379,21.956,30.25,16.642,22.182,32.314,23.94,104.09
44.096,26.055,30.981,13.105,31.64,53.642,22.651,24.357,50.667,25.74,21.307,14.276,21.936,42.686,38.1,119.46
24.585,40.561,33.517,37.961,18.309,48.587,17.944,27.861,23.502,29.019,20.035,34.527,22.434,38.521,10.72,116.88
38.614,42.027,30.806,39.831,20.38,39.388,25.958,29.794,42.723,7.236,37.27,29.418,15.494,15.307,32.403,127.96
36.434,24.025,27.144,21.9,36.915,20.169,23.923,30.314,32.356,14.839,19.665,29.999,27.259,36.436,45.621,110.02
33.857,41.58,15.67,42.199,32.316,27.118,20.707,37.562,37.531,44.226,33.939,26.173,30.28,42.294,30.36,120.65
29.628,40.654,36.159,35.581,42.099,48.375,35.04,28.737,21.294,32.236,33.804,34.45,26.946,24.965,28.614,128.58
24.333,19.761,27.074,40.755,13.566,25.29,45.139,55.987,37.901,26.177,26.061,31.076,36.341,16.361,31.026,104.35
